Aired,Aired
2001-07-30,7/30/2001
2004-02-10,2/10/2004
1996-03-06,3/6/1996
1997-08-02,8/2/1997
2002-01-05,1/5/2002
2003-10-01,10/1/2003
2004-04-05,4/5/2004
2002-01-25,1/25/2002
1997-04-01,4/1/1997
1987-04-25,4/25/1987
1999-07-03,7/3/1999
2004-09-21,9/21/2004
2004-04-03,4/3/2004
2002-10-25,10/25/2002
2001-01-21,1/21/2001
2003-11-21,11/21/2003
1992-01-21,1/21/1992
1994-07-20,7/20/1994
1999-07-17,7/17/1999
2000-07-08,7/8/2000
2001-07-07,7/7/2001
2002-07-13,7/13/2002
2003-07-19,7/19/2003
2004-07-17,7/17/2004
2005-10-06,10/6/2005
2000-08-25,8/25/2000
2001-05-27,5/27/2001
2002-07-04,7/4/2002
2003-10-04,10/4/2003
2003-08-23,8/23/2003
1986-07-19,7/19/1986
2002-04-07,4/7/2002
2002-04-02,4/2/2002
2005-04-29,4/29/2005
1999-04-02,4/2/1999
2000-02-05,2/5/2000
1999-07-02,7/2/1999
1998-09-20,9/20/1998
2006-01-07,1/7/2006
2002-03-16,3/16/2002
2006-06-30,6/30/2006
2003-03-28,3/28/2003
1999-04-24,4/24/1999
2001-10-02,10/2/2001
1993-09-25,9/25/1993
2005-09-14,9/14/2005
1991-09-27,9/27/1991
2004-01-08,1/8/2004
1996-11-21,11/21/1996
1988-05-27,5/27/1988
1993-10-20,10/20/1993
1988-11-25,11/25/1988
1993-12-26,12/26/1993
1999-05-25,5/25/1999
2001-10-04,10/4/2001
2001-10-02,10/2/2001
1998-05-21,5/21/1998
2000-07-26,7/26/2000
1999-03-20,3/20/1999
1997-04-03,4/3/1997
1996-07-24,7/24/1996
1998-04-06,4/6/1998
2001-04-03,4/3/2001
1997-12-18,12/18/1997
1999-12-18,12/18/1999
2004-10-04,10/4/2004
1994-10-01,10/1/1994
1992-11-25,11/25/1992
1996-07-25,7/25/1996
1998-10-25,10/25/1998
1997-04-04,4/4/1997
2003-03-18,3/18/2003
1994-07-08,7/8/1994
1993-03-21,3/21/1993
2001-06-25,6/25/2001
1991-08-25,8/25/1991
2001-05-08,5/8/2001
1997-04-03,4/3/1997
1995-06-25,6/25/1995
1996-06-25,6/25/1996
1996-11-29,11/29/1996
1998-04-03,4/3/1998
1997-05-25,5/25/1997
1997-10-03,10/3/1997
1995-02-21,2/21/1995
1998-08-25,8/25/1998
1999-04-06,4/6/1999
1905-06-25,6/25/1905
1997-11-25,11/25/1997
2004-09-01,9/1/2004
2005-10-02,10/2/2005
2006-07-04,7/4/2006
2006-07-03,7/3/2006
2005-02-07,2/7/2005
2006-07-02,7/2/2006
1993-04-10,4/10/1993
2006-04-09,4/9/2006
2006-03-22,3/22/2006
2004-02-21,2/21/2004
1998-11-14,11/14/1998
2003-03-19,3/19/2003
1996-12-14,12/14/1996
1984-02-11,2/11/1984
1979-03-17,3/17/1979
2003-07-26,7/26/2003
2006-07-10,7/10/2006
1995-10-07,10/7/1995
2006-04-12,4/12/2006
2006-06-30,6/30/2006
2006-07-14,7/14/2006
1994-06-21,6/21/1994
1996-02-16,2/16/1996
2006-07-09,7/9/2006
2006-07-12,7/12/2006
2006-07-21,7/21/2006
2006-07-01,7/1/2006
2006-07-04,7/4/2006
2005-02-14,2/14/2005
2002-01-11,1/11/2002
1995-07-25,7/25/1995
1999-04-07,4/7/1999
1989-12-21,12/21/1989
1999-08-21,8/21/1999
2006-07-27,7/27/2006
1998-10-06,10/6/1998
1995-05-24,5/24/1995
1994-10-21,10/21/1994
2003-01-18,1/18/2003
2005-12-18,12/18/2005
1978-04-02,4/2/1978
2003-04-06,4/6/2003
2003-12-14,12/14/2003
1995-03-04,3/4/1995
1995-12-23,12/23/1995
2005-12-25,12/25/2005
2006-06-17,6/17/2006
1990-03-23,3/23/1990
1998-01-21,1/21/1998
2004-02-24,2/24/2004
2006-07-02,7/2/2006
2001-02-21,2/21/2001
2001-04-07,4/7/2001
2005-04-05,4/5/2005
1990-04-13,4/13/1990
1991-06-29,6/29/1991
2005-12-17,12/17/2005
1986-10-11,10/11/1986
1988-07-23,7/23/1988
1987-07-18,7/18/1987
2002-11-09,11/9/2002
1988-03-12,3/12/1988
2004-02-14,2/14/2004
1989-03-18,3/18/1989
1990-02-01,2/1/1990
1992-05-21,5/21/1992
2003-02-25,2/25/2003
1988-04-30,4/30/1988
1989-04-30,4/30/1989
1989-10-08,10/8/1989
1991-03-21,3/21/1991
2003-11-21,11/21/2003
1995-12-08,12/8/1995
1987-06-28,6/28/1987
1998-04-21,4/21/1998
1992-06-26,6/26/1992
2001-05-25,5/25/2001
1996-07-26,7/26/1996
1996-01-19,1/19/1996
1989-11-21,11/21/1989
1992-12-16,12/16/1992
1995-12-23,12/23/1995
1982-06-29,6/29/1982
1990-12-01,12/1/1990
2000-10-22,10/22/2000
1997-01-22,1/22/1997
1996-10-25,10/25/1996
1986-05-21,5/21/1986
1996-03-01,3/1/1996
1985-08-10,8/10/1985
1988-04-25,4/25/1988
1990-11-22,11/22/1990
2002-03-30,3/30/2002
2007-05-03,5/3/2007
1981-10-14,10/14/1981
1990-07-21,7/21/1990
1987-05-21,5/21/1987
1988-06-20,6/20/1988
1989-10-07,10/7/1989
2006-06-16,6/16/2006
1999-10-05,10/5/1999
1979-08-04,8/4/1979
1981-01-08,1/8/1981
2003-06-03,6/3/2003
2003-02-21,2/21/2003
1999-10-05,10/5/1999
2000-04-02,4/2/2000
1998-04-18,4/18/1998
2005-10-01,10/1/2005
2004-08-06,8/6/2004
1989-07-26,7/26/1989
1996-10-02,10/2/1996
1993-11-07,11/7/1993
1988-12-02,12/2/1988
1993-07-10,7/10/1993
1994-08-05,8/5/1994
1995-07-25,7/25/1995
1984-07-07,7/7/1984
2002-10-01,10/1/2002
1991-10-24,10/24/1991
1973-10-04,10/4/1973
1995-04-21,4/21/1995
1995-04-25,4/25/1995
1991-06-15,6/15/1991
1986-06-05,6/5/1986
1988-12-06,12/6/1988
1990-11-09,11/9/1990
1993-08-21,8/21/1993
1991-02-22,2/22/1991
1990-05-25,5/25/1990
1987-02-25,2/25/1987
1991-05-25,5/25/1991
1999-04-08,4/8/1999
2003-05-22,5/22/2003
1989-09-01,9/1/1989
1990-06-21,6/21/1990
2002-05-03,5/3/2002
1991-03-22,3/22/1991
1987-03-12,3/12/1987
2003-07-24,7/24/2003
1986-03-08,3/8/1986
2003-12-21,12/21/2003
2004-11-26,11/26/2004
2001-07-02,7/2/2001
1994-08-06,8/6/1994
2000-04-22,4/22/2000
2001-04-21,4/21/2001
2002-04-20,4/20/2002
2003-04-19,4/19/2003
2004-04-17,4/17/2004
2006-03-15,3/15/2006
1905-06-22,6/22/1905
2002-01-01,1/1/2002
2004-03-21,3/21/2004
1996-10-05,10/5/1996
2003-12-22,12/22/2003
2005-08-06,8/6/2005
1990-01-04,1/4/1990
2004-06-26,6/26/2004
2004-08-06,8/6/2004
1989-05-27,5/27/1989
2005-02-19,2/19/2005
2002-11-20,11/20/2002
2000-04-07,4/7/2000
2000-01-21,1/21/2000
1995-06-15,6/15/1995
1988-07-21,7/21/1988
2002-05-31,5/31/2002
2002-08-30,8/30/2002
2000-12-08,12/8/2000
2004-07-30,7/30/2004
2005-07-29,7/29/2005
1996-04-26,4/26/1996
1991-03-15,3/15/1991
1992-11-01,11/1/1992
1994-04-01,4/1/1994
1996-08-01,8/1/1996
1998-12-21,12/21/1998
1996-04-01,4/1/1996
1994-10-16,10/16/1994
1997-12-18,12/18/1997
1995-12-18,12/18/1995
1995-09-30,9/30/1995
2004-04-25,4/25/2004
2001-06-25,6/25/2001
2003-06-27,6/27/2003
2002-05-24,5/24/2002
1997-07-21,7/21/1997
2001-10-05,10/5/2001
1995-12-22,12/22/1995
2001-12-08,12/8/2001
2003-09-15,9/15/2003
2006-05-20,5/20/2006
1997-05-21,5/21/1997
1971-10-24,10/24/1971
2001-08-03,8/3/2001
2005-07-22,7/22/2005
1989-04-01,4/1/1989
1996-04-20,4/20/1996
1994-07-29,7/29/1994
2002-07-26,7/26/2002
1995-04-22,4/22/1995
1992-07-24,7/24/1992
1990-07-20,7/20/1990
2000-07-28,7/28/2000
1991-08-09,8/9/1991
2003-08-01,8/1/2003
1977-10-03,10/3/1977
1984-03-03,3/3/1984
2002-04-03,4/3/2002
1978-12-16,12/16/1978
2004-07-30,7/30/2004
1979-12-15,12/15/1979
1999-07-30,7/30/1999
1987-12-26,12/26/1987
1985-07-13,7/13/1985
1995-08-04,8/4/1995
1978-12-16,12/16/1978
1996-08-02,8/2/1996
1998-07-24,7/24/1998
1993-07-23,7/23/1993
1997-08-01,8/1/1997
1996-03-27,3/27/1996
1985-07-13,7/13/1985
1999-09-15,9/15/1999
1990-03-21,3/21/1990
1999-09-24,9/24/1999
1967-04-02,4/2/1967
1981-03-04,3/4/1981
2000-07-21,7/21/2000
1990-12-28,12/28/1990
1987-11-01,11/1/1987
1986-03-26,3/26/1986
2006-08-06,8/6/2006
1998-02-27,2/27/1998
2003-01-08,1/8/2003
1994-12-16,12/16/1994
1975-07-02,7/2/1975
1992-02-18,2/18/1992
1994-07-21,7/21/1994
1995-12-23,12/23/1995
2001-01-17,1/17/2001
1997-04-09,4/9/1997
1989-09-16,9/16/1989
1999-04-17,4/17/1999
1987-04-06,4/6/1987
1988-04-02,4/2/1988
1989-10-15,10/15/1989
1991-04-28,4/28/1991
1989-06-17,6/17/1989
1990-08-25,8/25/1990
1990-08-25,8/25/1990
1996-01-05,1/5/1996
1997-04-25,4/25/1997
1999-04-23,4/23/1999
2006-08-25,8/25/2006
1982-03-31,3/31/1982
2006-10-03,10/3/2006
1998-10-06,10/6/1998
1989-05-01,5/1/1989
1996-07-11,7/11/1996
1996-04-05,4/5/1996
2003-10-24,10/24/2003
1985-02-05,2/5/1985
2006-06-23,6/23/2006
2003-10-04,10/4/2003
1978-09-14,9/14/1978
2001-04-07,4/7/2001
2001-10-06,10/6/2001
1994-10-08,10/8/1994
2000-12-13,12/13/2000
1995-06-21,6/21/1995
1962-11-05,11/5/1962
2006-09-08,9/8/2006
1997-06-30,6/30/1997
2004-06-25,6/25/2004
2006-09-27,9/27/2006
1996-10-04,10/4/1996
1905-06-19,6/19/1905
1987-06-21,6/21/1987
2005-04-09,4/9/2005
2006-04-15,4/15/2006
2000-10-06,10/6/2000
2006-07-02,7/2/2006
2003-06-26,6/26/2003
2002-06-07,6/7/2002
2000-10-27,10/27/2000
2001-10-26,10/26/2001
2005-05-25,5/25/2005
2005-02-24,2/24/2005
2006-04-07,4/7/2006
1998-01-29,1/29/1998
2006-10-03,10/3/2006
1993-12-21,12/21/1993
1996-11-30,11/30/1996
2004-09-11,9/11/2004
2001-12-30,12/30/2001
2005-07-16,7/16/2005
2006-10-13,10/13/2006
1995-08-23,8/23/1995
2000-11-25,11/25/2000
2006-10-06,10/6/2006
2006-12-08,12/8/2006
2005-01-09,1/9/2005
1995-04-05,4/5/1995
2006-02-05,2/5/2006
2006-10-04,10/4/2006
2006-10-05,10/5/2006
1971-10-30,10/30/1971
2006-10-03,10/3/2006
2001-02-09,2/9/2001
1998-12-22,12/22/1998
2006-10-05,10/5/2006
1998-04-08,4/8/1998
2006-10-05,10/5/2006
2005-05-27,5/27/2005
2006-10-04,10/4/2006
1965-08-29,8/29/1965
1981-04-16,4/16/1981
1982-03-13,3/13/1982
1969-12-07,12/7/1969
1988-10-01,10/1/1988
1998-06-05,6/5/1998
2006-10-06,10/6/2006
2006-10-03,10/3/2006
2006-08-24,8/24/2006
2006-10-03,10/3/2006
2000-06-25,6/25/2000
2006-10-07,10/7/2006
1996-09-27,9/27/1996
2006-10-03,10/3/2006
2006-10-04,10/4/2006
1995-04-10,4/10/1995
2002-11-21,11/21/2002
2006-09-28,9/28/2006
2006-09-01,9/1/2006
1995-10-12,10/12/1995
2006-10-06,10/6/2006
2006-10-08,10/8/2006
2006-10-06,10/6/2006
2006-10-04,10/4/2006
1965-10-06,10/6/1965
1995-01-09,1/9/1995
2004-04-05,4/5/2004
2006-10-06,10/6/2006
2006-10-06,10/6/2006
1994-09-24,9/24/1994
2006-07-08,7/8/2006
2006-10-02,10/2/2006
1991-03-20,3/20/1991
2006-10-06,10/6/2006
2003-09-26,9/26/2003
2006-10-06,10/6/2006
2006-09-22,9/22/2006
1998-11-25,11/25/1998
2004-04-23,4/23/2004
2006-10-07,10/7/2006
2006-10-06,10/6/2006
2006-10-15,10/15/2006
2004-04-04,4/4/2004
2006-10-07,10/7/2006
2006-10-13,10/13/2006
2000-12-28,12/28/2000
2006-10-07,10/7/2006
1996-05-24,5/24/1996
2002-02-25,2/25/2002
2002-01-05,1/5/2002
1993-08-21,8/21/1993
1998-10-08,10/8/1998
2006-10-02,10/2/2006
2006-10-04,10/4/2006
2006-11-02,11/2/2006
2006-10-05,10/5/2006
2006-10-07,10/7/2006
2006-10-16,10/16/2006
2007-01-12,1/12/2007
2001-02-18,2/18/2001
2006-11-24,11/24/2006
2002-04-24,4/24/2002
2001-08-02,8/2/2001
2001-10-07,10/7/2001
2003-08-18,8/18/2003
1999-04-04,4/4/1999
2006-10-25,10/25/2006
1994-07-08,7/8/1994
2006-03-31,3/31/2006
2001-12-19,12/19/2001
2002-07-02,7/2/2002
2005-12-24,12/24/2005
2006-06-11,6/11/2006
1983-03-12,3/12/1983
1999-10-08,10/8/1999
2002-08-31,8/31/2002
1998-10-10,10/10/1998
1995-10-27,10/27/1995
2005-10-22,10/22/2005
2005-06-24,6/24/2005
2002-10-25,10/25/2002
2001-04-27,4/27/2001
2003-02-28,2/28/2003
2004-06-25,6/25/2004
1987-11-06,11/6/1987
1989-01-15,1/15/1989
2006-09-07,9/7/2006
2006-04-28,4/28/2006
1992-07-21,7/21/1992
2005-07-02,7/2/2005
1995-06-25,6/25/1995
1997-09-25,9/25/1997
1999-01-25,1/25/1999
1996-10-23,10/23/1996
2006-07-21,7/21/2006
1974-10-06,10/6/1974
1978-10-14,10/14/1978
1980-10-11,10/11/1980
2006-10-27,10/27/2006
2006-01-09,1/9/2006
2004-07-04,7/4/2004
1996-09-21,9/21/1996
2000-03-24,3/24/2000
2006-01-27,1/27/2006
1998-10-05,10/5/1998
1973-10-13,10/13/1973
1987-06-21,6/21/1987
1976-01-04,1/4/1976
2001-10-05,10/5/2001
1992-03-21,3/21/1992
1973-01-01,1/1/1973
2002-12-07,12/7/2002
2003-01-06,1/6/2003
2002-01-07,1/7/2002
2002-08-17,8/17/2002
1997-08-06,8/6/1997
1998-02-07,2/7/1998
1999-02-07,2/7/1999
1994-10-21,10/21/1994
2003-01-10,1/10/2003
2001-07-06,7/6/2001
2002-06-21,6/21/2002
2001-10-14,10/14/2001
2003-11-19,11/19/2003
2006-07-08,7/8/2006
2006-11-10,11/10/2006
2003-04-06,4/6/2003
2000-11-26,11/26/2000
2002-10-21,10/21/2002
2006-12-16,12/16/2006
2007-07-03,7/3/2007
2007-03-03,3/3/2007
2007-04-09,4/9/2007
2007-04-13,4/13/2007
2006-10-27,10/27/2006
2007-02-04,2/4/2007
2007-04-03,4/3/2007
2007-01-07,1/7/2007
2007-03-28,3/28/2007
2007-01-12,1/12/2007
2007-04-05,4/5/2007
1996-03-06,3/6/1996
2002-04-25,4/25/2002
2006-11-12,11/12/2006
1997-01-09,1/9/1997
2002-02-02,2/2/2002
2002-03-28,3/28/2002
2002-01-09,1/9/2002
2003-02-23,2/23/2003
2000-12-30,12/30/2000
2002-03-04,3/4/2002
2004-10-04,10/4/2004
2002-10-31,10/31/2002
2003-05-08,5/8/2003
2006-12-22,12/22/2006
2006-12-23,12/23/2006
2007-02-28,2/28/2007
2007-03-28,3/28/2007
2007-04-05,4/5/2007
2007-09-15,9/15/2007
2007-01-05,1/5/2007
2007-03-20,3/20/2007
2007-06-14,6/14/2007
2007-04-04,4/4/2007
2001-04-01,4/1/2001
2006-12-29,12/29/2006
2007-06-08,6/8/2007
2006-11-22,11/22/2006
2002-04-20,4/20/2002
2001-06-15,6/15/2001
2007-02-15,2/15/2007
1997-08-21,8/21/1997
1980-06-30,6/30/1980
2006-07-05,7/5/2006
2006-04-05,4/5/2006
2006-07-06,7/6/2006
2004-05-19,5/19/2004
1991-06-25,6/25/1991
1998-06-18,6/18/1998
2002-04-06,4/6/2002
2002-04-27,4/27/2002
2004-10-03,10/3/2004
2006-11-24,11/24/2006
2003-03-21,3/21/2003
2005-12-21,12/21/2005
2006-06-21,6/21/2006
1996-08-01,8/1/1996
2001-12-22,12/22/2001
2002-07-12,7/12/2002
2000-08-22,8/22/2000
2001-04-06,4/6/2001
2001-08-02,8/2/2001
2000-12-17,12/17/2000
2001-06-01,6/1/2001
1992-11-21,11/21/1992
1983-05-28,5/28/1983
1998-05-21,5/21/1998
1991-08-17,8/17/1991
1998-08-25,8/25/1998
1994-03-12,3/12/1994
1990-12-01,12/1/1990
1993-09-25,9/25/1993
1997-05-21,5/21/1997
2001-11-21,11/21/2001
2000-01-27,1/27/2000
2002-06-28,6/28/2002
2006-04-06,4/6/2006
1998-04-25,4/25/1998
2006-03-11,3/11/2006
2003-09-26,9/26/2003
1998-04-06,4/6/1998
1995-08-05,8/5/1995
1992-07-18,7/18/1992
2005-10-29,10/29/2005
2005-04-08,4/8/2005
2002-09-27,9/27/2002
2001-12-29,12/29/2001
2003-03-28,3/28/2003
2003-11-25,11/25/2003
1999-02-26,2/26/1999
2002-04-05,4/5/2002
1997-04-21,4/21/1997
2002-12-24,12/24/2002
2004-07-25,7/25/2004
2002-03-01,3/1/2002
2006-09-26,9/26/2006
2000-06-16,6/16/2000
2002-09-07,9/7/2002
1990-12-22,12/22/1990
1985-12-20,12/20/1985
1990-01-25,1/25/1990
1987-03-14,3/14/1987
2001-03-30,3/30/2001
2004-01-28,1/28/2004
1992-12-23,12/23/1992
1993-07-31,7/31/1993
1994-01-21,1/21/1994
1987-01-01,1/1/1987
1991-11-22,11/22/1991
1996-11-21,11/21/1996
1997-09-30,9/30/1997
2007-10-08,10/8/2007
2007-04-06,4/6/2007
2007-01-05,1/5/2007
1994-10-01,10/1/1994
2006-08-08,8/8/2006
2006-12-22,12/22/2006
2007-04-21,4/21/2007
2003-04-06,4/6/2003
2005-03-16,3/16/2005
2007-04-04,4/4/2007
1987-12-10,12/10/1987
1996-03-01,3/1/1996
2001-09-07,9/7/2001
1990-10-25,10/25/1990
1999-04-03,4/3/1999
1983-07-21,7/21/1983
1986-06-14,6/14/1986
2007-01-06,1/6/2007
2007-04-07,4/7/2007
2006-12-22,12/22/2006
2006-07-29,7/29/2006
2006-08-23,8/23/2006
1995-01-27,1/27/1995
1988-11-26,11/26/1988
1989-10-21,10/21/1989
1998-11-27,11/27/1998
2006-10-07,10/7/2006
2007-01-08,1/8/2007
2003-07-05,7/5/2003
2006-04-28,4/28/2006
2004-04-04,4/4/2004
2007-07-09,7/9/2007
2006-03-20,3/20/2006
2007-01-06,1/6/2007
2006-06-17,6/17/2006
1997-05-03,5/3/1997
2005-11-12,11/12/2005
1998-04-08,4/8/1998
2006-06-30,6/30/2006
1994-04-05,4/5/1994
1994-07-21,7/21/1994
1995-12-18,12/18/1995
1996-05-25,5/25/1996
2007-01-12,1/12/2007
1997-02-15,2/15/1997
2002-09-20,9/20/2002
1997-05-21,5/21/1997
2006-09-29,9/29/2006
2006-09-17,9/17/2006
2007-01-08,1/8/2007
1994-08-21,8/21/1994
2007-01-19,1/19/2007
1994-08-20,8/20/1994
2007-01-01,1/1/2007
2006-09-16,9/16/2006
2007-01-06,1/6/2007
2007-01-14,1/14/2007
1995-04-01,4/1/1995
1994-11-11,11/11/1994
2006-10-06,10/6/2006
2006-06-21,6/21/2006
2006-04-08,4/8/2006
1983-06-05,6/5/1983
2004-09-28,9/28/2004
2007-04-07,4/7/2007
1989-01-27,1/27/1989
1989-12-22,12/22/1989
2006-04-13,4/13/2006
2006-10-05,10/5/2006
2004-10-04,10/4/2004
2006-04-13,4/13/2006
2007-01-08,1/8/2007
2006-04-01,4/1/2006
2007-04-08,4/8/2007
2007-02-23,2/23/2007
2007-07-06,7/6/2007
1999-08-21,8/21/1999
1996-10-05,10/5/1996
1998-04-11,4/11/1998
1995-04-04,4/4/1995
2004-08-13,8/13/2004
2002-05-25,5/25/2002
2004-06-25,6/25/2004
1991-04-03,4/3/1991
2004-04-23,4/23/2004
1999-05-03,5/3/1999
1996-09-21,9/21/1996
1986-11-01,11/1/1986
2007-01-25,1/25/2007
2006-08-26,8/26/2006
2003-03-23,3/23/2003
2005-09-23,9/23/2005
2006-08-19,8/19/2006
2005-12-23,12/23/2005
1995-04-07,4/7/1995
1994-11-25,11/25/1994
1999-12-21,12/21/1999
2006-10-01,10/1/2006
2006-10-02,10/2/2006
1994-01-21,1/21/1994
2007-04-07,4/7/2007
2007-04-02,4/2/2007
2006-04-26,4/26/2006
2004-07-19,7/19/2004
1995-08-25,8/25/1995
1985-09-24,9/24/1985
1983-02-13,2/13/1983
1984-02-11,2/11/1984
1985-01-26,1/26/1985
1986-02-22,2/22/1986
1988-02-06,2/6/1988
1991-08-18,8/18/1991
2005-08-14,8/14/2005
1987-01-28,1/28/1987
2003-02-14,2/14/2003
2005-02-06,2/6/2005
2005-04-16,4/16/2005
2005-12-10,12/10/2005
2007-02-04,2/4/2007
2005-03-10,3/10/2005
1985-03-09,3/9/1985
1997-07-03,7/3/1997
2002-05-25,5/25/2002
1995-12-21,12/21/1995
1990-04-25,4/25/1990
1986-12-16,12/16/1986
2007-03-04,3/4/2007
2007-02-22,2/22/2007
2006-11-25,11/25/2006
1997-11-21,11/21/1997
2003-02-02,2/2/2003
2002-11-15,11/15/2002
2001-08-30,8/30/2001
1987-09-25,9/25/1987
1997-03-21,3/21/1997
2007-01-27,1/27/2007
1997-07-25,7/25/1997
2004-12-22,12/22/2004
2007-02-26,2/26/2007
1996-12-24,12/24/1996
1997-12-17,12/17/1997
1994-12-17,12/17/1994
1988-10-03,10/3/1988
2005-12-10,12/10/2005
2001-01-09,1/9/2001
2003-03-19,3/19/2003
2007-04-07,4/7/2007
1990-01-26,1/26/1990
2005-05-28,5/28/2005
2005-10-29,10/29/2005
2006-03-04,3/4/2006
1984-11-06,11/6/1984
1987-11-06,11/6/1987
2005-04-06,4/6/2005
2000-10-14,10/14/2000
2004-01-12,1/12/2004
1997-11-22,11/22/1997
1905-06-17,6/17/1905
2002-03-02,3/2/2002
1987-02-28,2/28/1987
1962-11-05,11/5/1962
2005-12-17,12/17/2005
1964-09-21,9/21/1964
1975-10-05,10/5/1975
1977-03-06,3/6/1977
2007-01-07,1/7/2007
1965-10-01,10/1/1965
1997-03-15,3/15/1997
2007-02-15,2/15/2007
1997-08-23,8/23/1997
1905-06-28,6/28/1905
2003-10-24,10/24/2003
2003-04-25,4/25/2003
2002-11-01,11/1/2002
2006-12-20,12/20/2006
2002-12-18,12/18/2002
1991-09-14,9/14/1991
2007-04-01,4/1/2007
2007-04-02,4/2/2007
1988-06-25,6/25/1988
2002-10-02,10/2/2002
1999-03-06,3/6/1999
2002-07-25,7/25/2002
1992-08-01,8/1/1992
1996-07-19,7/19/1996
2002-03-29,3/29/2002
1999-03-30,3/30/1999
1996-04-13,4/13/1996
1999-04-29,4/29/1999
2001-04-07,4/7/2001
2002-12-27,12/27/2002
1991-08-16,8/16/1991
1993-09-24,9/24/1993
1987-03-21,3/21/1987
1998-12-18,12/18/1998
2005-12-18,12/18/2005
2004-05-28,5/28/2004
1993-06-18,6/18/1993
1994-05-27,5/27/1994
2006-04-06,4/6/2006
2007-04-06,4/6/2007
2007-04-01,4/1/2007
2004-12-10,12/10/2004
1992-09-30,9/30/1992
1981-07-18,7/18/1981
2007-04-03,4/3/2007
2007-04-07,4/7/2007
2007-04-04,4/4/2007
2002-10-19,10/19/2002
2007-04-07,4/7/2007
2007-04-17,4/17/2007
2001-04-01,4/1/2001
1992-10-02,10/2/1992
1985-06-07,6/7/1985
1984-07-06,7/6/1984
1990-05-02,5/2/1990
1994-09-03,9/3/1994
1989-03-11,3/11/1989
1983-07-11,7/11/1983
1983-07-01,7/1/1983
1984-10-28,10/28/1984
1985-06-15,6/15/1985
1964-09-21,9/21/1964
1988-11-21,11/21/1988
1993-01-21,1/21/1993
1991-05-21,5/21/1991
1989-07-16,7/16/1989
1992-08-05,8/5/1992
1991-04-05,4/5/1991
1990-03-21,3/21/1990
1993-12-19,12/19/1993
1985-07-20,7/20/1985
1996-04-01,4/1/1996
1986-12-21,12/21/1986
1990-09-10,9/10/1990
1986-07-28,7/28/1986
1987-11-21,11/21/1987
1988-11-02,11/2/1988
1989-03-21,3/21/1989
1989-12-25,12/25/1989
1991-12-01,12/1/1991
1996-10-02,10/2/1996
1998-02-21,2/21/1998
1992-04-22,4/22/1992
1990-06-23,6/23/1990
1988-12-06,12/6/1988
1997-03-08,3/8/1997
1995-09-22,9/22/1995
1990-09-14,9/14/1990
1997-03-06,3/6/1997
1996-10-05,10/5/1996
1997-04-07,4/7/1997
1996-12-14,12/14/1996
1996-06-21,6/21/1996
1991-03-20,3/20/1991
1987-07-28,7/28/1987
1995-03-25,3/25/1995
1996-03-23,3/23/1996
1994-02-23,2/23/1994
1990-04-06,4/6/1990
1991-07-21,7/21/1991
1993-06-23,6/23/1993
1996-04-03,4/3/1996
1985-01-21,1/21/1985
1983-07-03,7/3/1983
1993-12-05,12/5/1993
1993-04-23,4/23/1993
1993-08-27,8/27/1993
1993-06-25,6/25/1993
1987-11-28,11/28/1987
1987-02-25,2/25/1987
1992-03-18,3/18/1992
1996-02-21,2/21/1996
1996-11-02,11/2/1996
1991-08-17,8/17/1991
1992-07-18,7/18/1992
1993-05-28,5/28/1993
1996-04-26,4/26/1996
1987-10-01,10/1/1987
2007-04-02,4/2/2007
2007-04-03,4/3/2007
2007-04-04,4/4/2007
2007-03-03,3/3/2007
2003-10-04,10/4/2003
2004-10-02,10/2/2004
2005-10-01,10/1/2005
2005-03-12,3/12/2005
2007-04-04,4/4/2007
1989-04-06,4/6/1989
1991-09-16,9/16/1991
1983-10-13,10/13/1983
1989-07-01,7/1/1989
1985-07-13,7/13/1985
1985-12-21,12/21/1985
1986-03-15,3/15/1986
1986-07-12,7/12/1986
1995-12-16,12/16/1995
2005-01-03,1/3/2005
2006-12-01,12/1/2006
1994-09-21,9/21/1994
1995-12-16,12/16/1995
1996-10-02,10/2/1996
1975-04-04,4/4/1975
2008-01-06,1/6/2008
2007-04-13,4/13/2007
2007-08-11,8/11/2007
2007-04-21,4/21/2007
2002-01-18,1/18/2002
2004-05-25,5/25/2004
2006-07-28,7/28/2006
2005-03-10,3/10/2005
2005-12-25,12/25/2005
2004-03-26,3/26/2004
2006-03-24,3/24/2006
2004-10-08,10/8/2004
2003-05-01,5/1/2003
2007-04-07,4/7/2007
2007-04-28,4/28/2007
2006-08-05,8/5/2006
2004-07-25,7/25/2004
2002-03-22,3/22/2002
1986-07-28,7/28/1986
2007-02-09,2/9/2007
1990-04-12,4/12/1990
1980-01-08,1/8/1980
2007-04-04,4/4/2007
2007-04-04,4/4/2007
2006-12-23,12/23/2006
2007-04-04,4/4/2007
2007-04-05,4/5/2007
2007-04-05,4/5/2007
2007-04-07,4/7/2007
2007-04-13,4/13/2007
2007-04-29,4/29/2007
2007-04-06,4/6/2007
2007-04-25,4/25/2007
2007-05-12,5/12/2007
2007-04-01,4/1/2007
2007-07-04,7/4/2007
2007-10-05,10/5/2007
2007-04-04,4/4/2007
2007-05-25,5/25/2007
2007-05-25,5/25/2007
2007-04-21,4/21/2007
2007-04-21,4/21/2007
2007-03-21,3/21/2007
2007-04-28,4/28/2007
2007-04-21,4/21/2007
2007-04-07,4/7/2007
2007-02-14,2/14/2007
1999-06-17,6/17/1999
1991-06-01,6/1/1991
